SKU,Model,In_transit,Total_preorders,Stock,RSP,ETA_Almaty
3424132,Щетка СРЕДНЯЯ 90/20 Einhell Brush MEDIUM 90/20 (3424132),0,0,0,13600,
3424133,Щетка УЛЬТРА 95/25 (Латунь) Einhell Bürste ULTRA 95/25 (Messing) (3424133),0,0,0,10200,
3424134,Набор чистящих подушек Einhell Reinigungspad Set (3424134),0,0,0,13600,
3424120,Щетка СРЕДНЯЯ (для камня) Einhell Brush MEDIUM (Stone) (3424120),0,0,0,21000,
3424121,"Щетка МЯГКАЯ (для дерева, искусственной травы) Einhell Brush SOFT (wood, artif. turf) (3424121)",0,0,0,17600,
3424122,Щетка УЛЬТРА (для камня) Einhell Brush ULTRA (Stone) (3424122),0,0,0,25800,
3424126,Боковая щетка УЛЬТРА (для камня) Einhell side brush ULTRA (stone) (3424126),0,0,0,32600,
3420604,Аккум. Аэратор-скарификатор Einhell GC-SC 18/28 Li-Solo (3420604),0,0,0,95200,
3420660,Аккум. Аэратор-скарификатор Einhell GC-SC 36/31 Li-Solo (3420660),0,0,0,102000,
3420680,Аккум. Аэратор-скарификатор Einhell GE-SC 36/35 Li - Solo (3420680),0,0,0,136000,
3420685,Аккум. Аэратор-скарификатор Einhell GE-SA 36/35 Li-Solo (3420685),0,0,0,156400,
3405571,Аэраторный вал GE-SC 35 Li Einhell Aerating Roller GE-SC 35 Li (3405571),0,0,0,20400,
3405576,Сумка для сбора GE-SC 35 Li Einhell Catch bag GE-SC 35 Li (3405576),0,0,0,17600,
3405940,Сумка для сбора GC-SC 18/28 Li Einhell Catch Bag GC-SC 18/28 Li (3405940),0,0,0,16300,
3405941,Аэраторный вал GC-SC 18/28 Li Einhell Areator roller GC-SC 18/28 Li (3405941),0,0,0,19000,
3405942,Скарификаторный вал GC-SC 18/28 Li Einhell Scarifierroller GC-SC 18/28 Li (3405942),0,0,0,19000,
3405960,Мешок для сбора GE-SC 36/35 Li Einhell Fangsack GE-SC 36/35 Li (3405960),0,0,0,20400,
3405961,Вентиляционный вал GE-SC 36/35 Li Einhell Lüfterwalze GE-SC 36/35 Li (3405961),0,0,0,20400,
3405962,Ножевой вал GE-SC 36/35 Li Einhell Messerwalze GE-SC 36/35 Li (3405962),0,0,0,20400,
3437000,Аккум. Земляной мотобур Einhell GP-EA 18/150 Li BL-Solo (3437000),-10,0,9,136000,
3437010,Земляной бур 120 мм Einhell 120mm Earth Auger (3437010),-10,0,0,30600,
3437011,Мешалка для раствора (Земляной бур) Einhell Mortar Stirrer (Earth Auger) (3437011),0,0,0,19000,
3437012,Удлинитель 1 м (Земляной бур) Einhell 1m Extension (Earth Auger) (3437012),0,0,0,19000,
3431200,Аккум. Культиватор Einhell GE-CR 30 Li-Solo (3431200),0,0,0,122400,
3431210,Аккум. Культиватор Einhell GE-CR 18/20 Li E - Solo (3431210),0,0,0,74800,
3431220,Аккум. Культиватор Einhell GP-CR 36/45 Li E BL- Solo (3431220),0,0,0,326300,
3433532,Аккум. Воздуходувка Einhell GC-CL 18 Li E-Solo (3433532),0,0,1,31100,
3433541,Аккум. Воздуходувка Einhell GC-CL 18/1 Li E-Solo (3433541),0,0,0,30600,
3433542,Аккум. Воздуходувка Einhell GE-UB 18/250 Li E-Solo (3433542),-10,0,3,39400,
3433550,Аккум. Воздуходувка Einhell GP-LB 18/200 Li GK-Solo (3433550),0,0,23,71400,
3433555,Аккум. Воздуходувка Einhell GP-LB 18/200 Li E-Solo (3433555),0,100,0,61200,
3433620,Аккум. Воздуходувка Einhell GP-LB 36/210 Li E-Solo (3433620),0,0,27,95200,
3433600,Аккум. Пылесос-воздуходувка Einhell GE-CL 36 Li E-Solo (3433600),0,0,0,89300,
3433625,Аккум. Пылесос-воздуходувка Einhell VENTURRO 18/210 - Solo (3433625),0,0,0,85000,
3433630,Аккум. Пылесос-воздуходувка Einhell GE-CL 36/230 Li E -Solo (3433630),0,0,0,88400,
3433640,Аккум. Пылесос-воздуходувка Einhell VENTURRO 36/240 - Solo (3433640),0,0,0,105400,
3433533,"Аккум. Воздуходувка Einhell GC-CL 18 Li E Kit (1x2,0Ah) (3433533)",0,0,0,89300,
3433545,"Аккум. Воздуходувка Einhell GE-ULB 18 Li E Kit (1x 2,0Ah) (3433545)",0,0,0,74800,
4326373,"Аккум. Пылесос-воздуходувка Einhell GE-CL 36 Li E Kit (2x3,0Ah) (4326373)",0,0,0,149600,
3433559,Комплект для водостоков Einhell Dachrinnen-Set (Gutter Kit) (3433559),0,0,0,17000,
3410642,Аккум. Кусторез Einhell GC-CH 1846 Li-Solo (3410642),0,0,5,54400,
3410920,Аккум. Кусторез Einhell ARCURRA 18/55 (3410920),0,100,11,68000,
3410930,Аккум. Кусторез Einhell GE-CH 18/60 Li-Solo (3410930),0,0,3,81600,
3410935,Аккум. Кусторез Einhell GP-CH 18/61 Li BL-Solo (3410935),0,60,0,102000,
3410945,Аккум. Кусторез Einhell GC-CH 18/50 Li-Solo (3410945),0,0,0,57800,
3410960,Аккум. Кусторез Einhell GE-CH 36/65 Li-Solo (3410960),-10,0,1,115600,
3410965,Аккум. Кусторез Einhell GE-CH 36/61 Li-Solo (3410965),0,0,0,102000,
3410502,Аккум. Кусторез Einhell GC-CH 1855/1 Li-Solo (3410502),0,0,4,61200,
4514420,"Аккум. Кусторез Einhell GC-CH 18/50 Li Kit (1x 2,5Ah) (4514420)",0,0,0,81600,
3403099,Спрей для обслуживания Einhell Maintenance spray (3403099),0,0,0,4700,
3410810,Аккум. Высоторез Einhell GE-LC 18 Li T-Solo (3410810),0,0,0,96800,
3410800,Аккум. Высоторез Einhell GE-HC 18 Li T-Solo (3410800),0,0,0,119100,
3410901,Аккум. Высоторез Einhell GE-LM 36/4in1 Li-Solo (3410901),0,0,0,253200,
3410585,Аккум. Высоторез Einhell GC-HH 18/45 Li T-Solo (3410585),0,0,0,81600,
3410866,Аккум. Высоторез Einhell GE-HH 18/45 Li T-Solo (3410866),0,0,4,96800,
3411400,Аккум. Сборщик фруктов Einhell GE-FS 18/53 Li-Solo (3411400),0,0,0,142800,
3410805,"Аккум. Высоторез Einhell GE-HC 18 Li T Kit (1x3,0Ah) (3410805)",0,0,5,183600,
3410818,Лезвие кустореза для GE-LC 18 Li T Einhell Hedgetrimmer f. GE-LC 18 Li T (3410818),0,0,0,30600,
3410835,Обрезная насадка для GE-HH18/45Li T Einhell Pruner Unit f. GE-HH18/45Li T (3410835),0,0,0,30600,
3405231,Запасные зубья для PXC встряхивателя для сбора фруктов Einhell Ersatz-Zinken PXC Obstrüttler (3405231),0,0,0,17000,
3425210,Аккум. Распылитель Einhell GE-WS 18/35 Li-Solo (3425210),-15,0,0,54400,
3425220,Аккум. Распылитель Einhell GE-WS 18/75 Li-Solo (3425220),-15,51,7,61200,
3425230,Аккум. Распылитель Einhell GE-WS 18/150 Li-Solo (3425230),-15,50,0,95200,
3425240,Аккум. Распылитель Einhell GE-WS 18/10 Li-Solo (3425240),0,0,10,37400,
3425205,Набор аксессуаров для опрыскивателя Einhell Sprüher Zubehör Kit (3425205),0,0,0,20400,
3425206,"Бак 7,5 л для 18V опрыскивателя Einhell Tank 7,5L f. 18V Drucksprüher (3425206)",0,0,0,18300,
4501761,Аккум. Цепная пила Einhell GE-LC 18/25 Li-Solo (4501761),0,0,0,74800,
4501780,Аккум. Цепная пила Einhell GP-LC 36/35 Li-Solo (4501780),-13,0,3,115600,
4600010,Аккум. Цепная пила Einhell FORTEXXA 18/30 - Solo (4600010),0,0,0,102000,
4499940,Аккум. Станок для заточки цепей Einhell GE-CS 18 Li-Solo (4499940),0,0,30,34000,
4600020,Аккум. Цепная пила Einhell FORTEXXA 18/20 TH - Solo (4600020),0,52,0,91800,
4600040,Аккум. Цепная пила Einhell GE-PS 18/15 Li BL-Solo (4600040),-10,0,0,74800,
4501777,Аккум. Цепная пила Einhell GE-LC 18/25 Li Set (4501777),0,0,0,115600,
4600012,"Аккум. Цепная пила Einhell FORTEXXA 18/30 (1x 4,0Ah) (4600012)",0,0,0,136000,
3408290,Аккум. Пила для обрезки ветвей Einhell GE-GS 18/150 Li-Solo (3408290),0,0,0,61200,
3408300,Аккум. Секатор Einhell GE-LS 18 Li-Solo (3408300),-16,0,1,61200,
3430710,Аккум. Садовый измельчитель Einhell REDAXXO 36/25 - Solo (3430710),0,50,0,163200,
3408310,Пояс для аккумуляторов Einhell GE-PB 36/18 Li (3408310),-10,0,0,47600,
4180400,Аккум. Садовый насос Einhell AQUINNA 36/30 - Solo (4180400),0,0,3,88400,
4180410,Аккум. Садовый насос Einhell AQUINNA 36/38 F LED - Solo (4180410),0,0,0,115600,
4180430,Аккум. Садовый насос Einhell AQUINNA 18/30 F LED - Solo (4180430),0,0,0,102000,
4180440,Аккум. Садовый насос Einhell AQUINNA 18/28 - Solo (4180440),0,0,2,78200,
4180450,Аккум. Садовый насос Einhell AQUINNA 36/34 - Solo (4180450),0,0,0,108800,
4180420,Аккум. Садовый насос Einhell AQUINNA 36/38 F LED AUTOMATIC - Solo (4180420),0,0,0,129200,
4170429,Аккум. Насос для чистой воды Einhell GE-PP 18 RB Li - Solo (4170429),0,0,0,68000,
4181500,Аккум. Насос для чистой воды Einhell GE-SP 18 Li - Solo (4181500),0,0,0,54400,
4181560,Аккум. Насос для чистой воды Einhell GE-SP 18 LL Li - Solo (4181560),0,0,0,61200,
4181561,"Аккум. Насос для чистой воды Einhell GE-SP 18 LL Li (1x4,0Ah) (4181561)",0,0,0,102000,
4181580,Аккум. Насос для грязной воды Einhell GE-DP 18/25 Li - Solo (4181580),0,0,0,81600,
4181590,Аккум. Насос для грязной воды Einhell GE-DP 18/25 LL Li - Solo (4181590),0,0,0,88400,
4173770,Аккум. Катушка с поливным шлангом Einhell GE-HR 18/30 Li-Solo (4173770),0,0,0,136000,
4173771,Аккум. Катушка без поливного шланга Einhell GE-HR 18/30 WH Li-Solo (4173771),0,0,3,108800,
4173772,Шланг и транспортная тележка Einhell hose & transport trolley (4173772),0,0,0,54400,
2093301,Аккум. Полировальная машина Einhell CE-CB 18/254 Li-Solo (2093301),0,0,0,37400,
2093320,Аккум. Полировальная машина Einhell CE-CP 18/180 Li E-Solo (2093320),0,0,0,88400,
2093095,Полировальные чехлы CE-CB18/CC-PO90 Einhell Polish bonnets CE-CB18/CC-PO90 (2093095),0,0,0,8800,
2093233,Полировально-шлифовальный CE-CP 18/180 Li Einhell Polier-/Schl. CE-CP 18/180 Li (2093233),0,0,0,16300,
2070110,Аккум. Насос Einhell CE-AP 18 Li-Solo (2070110),0,0,22,27200,
2071010,Аккум. Компрессор Einhell CE-CC 18 Li-Solo (2071010),0,50,11,37400,
2330805,Аккум. Тепловая пушка Einhell GE-HG 18/370 Niro Li-Solo D/AT (2330805),0,0,0,115600,
3408035,Аккум. Вентилятор Einhell GE-CF 18/2200 Li (3408035),0,0,11,34000,
3404333,Бенз. Газонокосилка Einhell GC-PM 51/3 S HW (3404333),0,0,0,260600,
3404823,Бенз. Газонокосилка Einhell GC-PM 40/2 S (3404823),0,0,0,156400,
3404833,Бенз. Газонокосилка Einhell GC-PM 40/2 (3404833),0,0,0,148900,
3404860,Бенз. Газонокосилка Einhell GC-PM 56/2 S HW (3404860),0,0,0,350000,
3407550,Бенз. Газонокосилка Einhell GC-PM 46/5 S (3407550),0,0,0,190400,
3407570,Бенз. Газонокосилка Einhell GC-PM 46 S HW-E (3407570),0,0,0,265200,
3403098,Пусковая жидкость Einhell Starting Fluid (3403098),0,0,0,8100,
3405650,Нож для газонокосилки Einhell Kombimesser GC-PM 51/3 S HW (3405650),0,0,0,19700,
3405660,Нож для газонокосилки Einhell spare blade GC-PM 51/2 S HW (3405660),0,0,0,19700,
3405670,Нож для газонокосилки Einhell Combi blade GC-PM 46/4 S HW (3405670),0,0,0,19700,
3405785,Нож для газонокосилки Einhell Spare Blade GC-PM 46/1 S B&S (3405785),0,0,0,19700,
3405850,Нож для газонокосилки Einhell Spare Blade GC-PM 40 (3405850),0,0,0,17600,
3400070,Сетев. Газонокосилка Einhell GC-EM 1000/32 (3400070),0,0,0,61200,
3400080,Сетев. Газонокосилка Einhell GC-EM 1600/37 (3400080),-72,0,0,95200,
3400090,Сетев. Газонокосилка Einhell GC-EM 1800/43 (3400090),0,50,0,122400,
3400160,Сетев. Газонокосилка Einhell GC-EM 1700/42 (3400160),-60,0,0,122400,
3405410,Нож для газонокосилки Einhell Spare Blade GC-EM 1032 (3405410),0,0,0,11500,
3405415,Нож для газонокосилки Einhell spare blade GC-EM 1000/32 (3405415),0,0,0,11500,
3405420,Нож для газонокосилки Einhell Spare Blade GC-EM 1030 (3405420),0,0,0,10800,
3405430,Нож для газонокосилки Einhell Spare Blade GC-EM 1536 (3405430),0,0,0,14200,
3405435,Нож для газонокосилки Einhell spare blade GC-EM 1600/37 (3405435),0,0,0,14200,
3405440,Нож для газонокосилки Einhell Spare Blade GC-EM 1742 (3405440),0,60,0,15600,
3405460,Нож для газонокосилки Einhell Spare BladeGE-EM1233/RG-EM1233 (3405460),0,0,0,10800,
3405600,Нож для газонокосилки Einhell Spare Blade BG-EM 930/1030 (3405600),0,0,0,10800,
3405605,Нож для газонокосилки Einhell Ersatzmesser BG-EM 1336 / 1437 (3405605),0,0,0,14200,
3405610,Нож для газонокосилки Einhell Ersatzmesser BG-EM 1643/1743HW (3405610),0,0,0,15600,
3405970,Нож для газонокосилки Einhell Ersatzmesser GP-CM 36/47 S BL (3405970),0,0,0,19000,
3405980,Нож для газонокосилки Einhell Ersatzmesser GP-CM 36/52 S BL (3405980),0,0,0,20400,
3414025,Набор для очистки Einhell Cleaning Kit (3414025),0,0,0,24400,
3414026,Набор для ремонта Einhell Repair Kit (3414026),0,0,0,12900,
3414028,Магнитная лента 20 м Einhell Magnetic Tape 20m (3414028),0,0,0,44200,
3414029,Магнитная лента 10 м Einhell Magnetic Tape 10m (3414029),0,0,0,23800,
3414114,Ручн. Газонокосилка Einhell GC-HM 300 (3414114),0,0,139,52300,
3414129,Ручн. Газонокосилка Einhell GC-HM 400 (3414129),0,0,0,59100,
3414165,Ручн. Газонокосилка Einhell GE-HM 38 S (3414165),0,0,0,68000,
3421112,Коробка для сбора травы GE-HM 38 S Einhell Grass Catch Box GE-HM 38 S (3421112),0,0,0,19700,
3415302,Ручн. Садовый каток Einhell GC-GR 57 (3415302),0,0,0,47600,
3415238,Механич. Разбрасыватель семян Einhell GC-SR 12 (3415238),0,0,0,17000,
3401938,Бенз. Триммер Einhell GC-PT 2538/1 I AS (3401938),0,0,0,91800,
3405220,Леска для триммера Einhell Spool GC-PT 2538 I A S (3405220),0,0,0,16300,
3402023,Сетев. Триммер Einhell GC-ET 450/300 Kit (3402023),0,0,0,34000,
3402040,Сетев. Триммер Einhell GC-ET 2522 (3402040),-20,0,0,20200,
3405075,Леска для триммера Einhell Spare Spool GC-ET 2522 (3405075),0,0,151,6800,
3405685,Леска для триммера Einhell Spare Spool GC-ET 4530 (3405685),0,0,4,8100,
3405690,Леска для триммера Einhell Spare Spool GC/E-ET 4025/5027 (3405690),0,0,0,8100,
3405695,Леска для триммера Einhell Spare Spool GC-ET 3023 (3405695),0,0,5,6800,
3401957,Бенз. Коса Einhell GC-BC 25/1 I AS (3401957),0,0,0,102000,
3401973,Бенз. Коса Einhell GH-BC 43 AS (3401973),0,0,0,122400,
3436525,Бенз. Коса Einhell GC-BC 30/1 I AS (3436525),0,0,0,108800,
3436540,Бенз. Коса Einhell GC-BC 52 I AS (3436540),0,0,0,122400,
3436560,Бенз. Коса Einhell GC-BC 36-4 S (3436560),0,0,0,115600,
3436650,"Базовая леска 1,3 Einhell basic line 1,3 (3436650)",0,0,0,3700,
3436651,"Базовая леска 1,6 Einhell basic line 1,6 (3436651)",0,0,0,4400,
3436652,"Базовая леска 2,0 Einhell basic line 2,0 (3436652)",0,0,0,4400,
3436653,"Супер леска для резки 2,0 Einhell super cut line 2,0 (3436653)",0,0,0,6000,
3436654,"Супер леска для резки 2,4 Einhell super cut line 2,4 (3436654)",0,0,0,6400,
3436655,"Малошумная леска 2,4 Einhell low noise line 2,4 (3436655)",0,0,0,7500,
3436656,"Супер леска для резки 3,0 Einhell super cut line 3,0 (3436656)",0,0,0,6800,
3436657,"Малошумная леска 3,0 Einhell low noise line 3,0 (3436657)",0,0,0,7800,
3436660,Специальный нож для травы 230 Einhell Grass Blade special 230 (3436660),0,0,0,17000,
3436661,Нож для травы 230 Einhell Grass Blade 230 (3436661),0,0,0,15600,
3404996,Нож для травы 255 Einhell Grass Blade 255 (3404996),0,0,0,15600,
3405086,Леска GH-BC 25/43/33-4 Einhell Line GH-BC 25/43/33-4 (3405086),0,0,0,17000,
3405240,Катушка GE-BC 33/43 A S Einhell Spool GE-BC 33/43 A S (3405240),0,0,0,17000,
3410360,"Аккум. Ножницы-кусторез Einhell GC-CG 3,6/70 Li (3410360)",0,0,0,34000,
3410365,"Аккум. Ножницы-кусторез Einhell GC-CG 3,6/70 Li WT (3410365)",-10,0,2,27200,
3424002,Сетев. Очиститель садовых дорожек Einhell GC-EG 1410 (3424002),0,0,0,34000,
3424100,Запасная щетка из стали для GC-EG 1410 Einhell Spare Brush Steel GC-EG 1410 (3424100),0,0,0,8800,
3424110,Запасная нейлоновая щетка для GC-EG 1410 Einhell Spare Brush Nylon GC-EG 1410 (3424110),0,0,0,8800,
3424115,Запасная щетка из стали и нейлона Einhell Spare Brush Steel and Nylon (3424115),0,0,0,10800,
3420019,Бенз. Скарификатор Einhell GC-SC 4240 P (3420019),0,0,0,258400,
3420021,Лезвие GC-SC 2240 P Einhell Blade GC-SC 2240 P (3420021),0,0,0,27200,
3420630,Сетев. Скарификатор Einhell GC-ES 1231/1 (3420630),0,0,2,68000,
3420561,Сетев. Аэратор-скарификатор Einhell GE-SA 1435 (3420561),0,0,1,117800,
3420590,Сетев. Аэратор-скарификатор Einhell GE-SA 1640 (3420590),0,0,0,148900,
3420640,Сетев. Аэратор-скарификатор Einhell GC-SA 1231/1 (3420640),0,0,0,81600,
3420690,Сетев. Аэратор-скарификатор Einhell GE-SA 1435/1 (3420690),0,0,1,115400,
3421130,Валик для скарификатора GE-SA1640 Einhell sp scarifier roller GE-SA1640 (3421130),0,0,0,25800,
3421135,Запасной валик для аэратора GE-SA1640 Einhell Spare Areator Roller GE-SA1640 (3421135),0,0,0,25800,
3405570,Аэрационный валик GC-SA 1231 Einhell Aerating roller GC-SA 1231 (3405570),0,0,0,19700,
3405572,Аэрационный валик GC-ES/SA 1231/1 Einhell Aerating roll. GC-ES/SA 1231/1 (3405572),0,0,0,19700,
3405577,Мешок для сбора GC-ES/SA 1231/1 Einhell Catch bag GC-ES/SA 1231/1 (3405577),0,0,0,19700,
3405580,Ножевой валик RVL1200;BG-SA1231 Einhell Messerwalze RVL1200;BG-SA1231 (3405580),0,0,0,19700,
3405582,Скарификаторный валик GC-ES/SA1231/1 Einhell ScarifierRoller GC-ES/SA1231/1 (3405582),0,0,0,19700,
3421108,Запасной ножевой валик RG-ES 1433 Einhell Ersatzmesserwalze RG-ES 1433 (3421108),0,0,0,20400,
3421109,Запасной валик для аэратора RG-SA1433 Einhell Spare Areator Roller RG-SA1433 (3421109),0,0,0,20400,
3421120,Запасной барабан с лезвиями GE-SA 1435 Einhell Spare Blade Drum GE-SA 1435 (3421120),0,0,0,20400,
3421125,Запасной валик для аэратора GE-SA1435 Einhell Spare Areator Roller GE-SA1435 (3421125),0,0,0,20400,
3430281,Бенз. Культиватор Einhell GC-MT 2560 LD (3430281),0,0,0,306000,
3431501,Бенз. Культиватор Einhell GC-MT 2236 (3431501),0,0,0,238000,
3431050,Сетев. Культиватор Einhell GC-RT 7530 (3431050),0,50,0,71400,
3431060,Сетев. Культиватор Einhell GC-RT 1545 M (3431060),0,50,0,115600,
3433320,Сетев. Пылесос-воздуходувка Einhell GC-EL 3000 E (3433320),0,0,0,51000,
3433370,Сетев. Пылесос-воздуходувка Einhell GC-EL 3024 E (3433370),0,50,0,37300,
3403835,Бенз. Кусторез Einhell GE-PH 2555 A (3403835),0,0,0,142800,
3403320,Сетев. Кусторез Einhell GC-EH 6055/1 (3403320),-10,0,0,54400,
3403330,Сетев. Кусторез Einhell GE-EH 6560 (3403330),0,0,1,57800,
3403340,Сетев. Кусторез Einhell GE-EH 7067 (3403340),0,0,1,68000,
3403370,Сетев. Кусторез Einhell GC-EH 4550 (3403370),-2,0,1,40800,
3436555,Бенз. Высоторез Einhell GC-MM 52 I AS (3436555),0,0,0,176800,
4501240,Сетев. Высоторез Einhell GC-EC 7520 T (4501240),0,0,0,68000,
3403870,Сетев. Высоторез Einhell GC-HH 5056 (3403870),0,0,0,61200,
3403880,Сетев. Высоторез Einhell GC-HH 9046 (3403880),0,0,0,74800,
4501290,Сетев. Высоторез Einhell GC-HC 90/2046 T (4501290),-10,0,0,115600,
4500124,Запасная цепь 20 см 16 зуб. Einhell Ersatzkette 20cm 16Z (4500124),0,0,0,14900,
4500154,"Запасная шина 20 см 1,1 SP7 Einhell Ersatzschwert 20cm 1,1 SP7 (4500154)",0,0,0,14900,
4501819,Бенз. Цепная пила Einhell GC-PC 1435 I TC Kit (4501819),0,0,0,129200,
4501828,Бенз. Цепная пила Einhell GC-PC 1435 I TC Set (4501828),0,0,0,122400,
4501851,Бенз. Цепная пила Einhell GC-PC 2040 I (4501851),0,0,0,115600,
4501870,Бенз. Цепная пила Einhell GC-PC 1335/1 I (4501870),0,0,0,102000,
4501872,Бенз. Цепная пила Einhell GC-PC 1335/1 I Set (4501872),0,0,0,115600,
4501220,Сетев. Цепная пила Einhell GC-EC 1935 (4501220),0,0,0,61200,
4501230,Сетев. Цепная пила Einhell GC-EC 2040 (4501230),0,0,0,68000,
4501740,Сетев. Цепная пила Einhell GE-EC 2240 (4501740),0,0,0,74800,
4500158,"Шина 35 см 1,3 (GC-EC 1935) Einhell Schwert 35cm 1,3 (GC-EC 1935) (4500158)",0,0,0,20400,
4500344,Запасная шина GH-EC 1835 Einhell Spare Bar GH-EC 1835 (4500344),0,0,0,20400,
4500173,"Цепь 35 см 1,3 52 зуб. 3/8 (PJ) Einhell Kette 35cm 1,3 52T 3/8 (PJ) (4500173)",0,0,0,21400,
4500313,"Цепь 40 см 1,3 57 зуб. 3/8 (PJ) Einhell Kette 40cm 1,3 57T 3/8 (PJ) (4500313)",0,0,0,24400,
4500163,"Запасная шина 15 см 1,0 Einhell Ersatzschwert 15cm 1,0 (4500163)",0,0,30,10200,
4500193,"Запасная цепь 20 см 1,1 33 зуб. 3/8 Einhell Ersatzkette 20cm 1,1 33T 3/8 (4500193)",0,0,0,19700,
4500194,"Запасная шина 20 см 1,1 Einhell Ersatzschwert 20cm 1,1 (4500194)",0,0,0,19700,
4500365,"Запасная шина 40 см 1,1 Einhell Spare bar 40cm 1,1 (4500365)",0,0,0,31200,
4500366,"Запасная цепь 40 см 1,1 56 зуб. 3/8 Einhell Spare chain 40cm 1,1 56T 3/8 (4500366)",0,0,0,31200,
4499910,Сетев. Станок для заточки цепей Einhell GC-CS 235 E (4499910),0,0,0,74800,
4499920,Сетев. Станок для заточки цепей Einhell GC-CS 85 E (4499920),0,0,0,27200,
4499924,Сетев. Станок для заточки цепей Einhell GC-CS 85 E Set (4499924),0,0,15,34000,
4500480,Шлем с сетчатым забралом и наушниками Einhell Forest Safety Helmet (BG-SH 2) (4500480),0,0,0,27800,
4500067,Стойка для распиловки бревен Einhell Kettensägebock (4500067),0,0,0,23800,
4500172,"Запасная цепь 35 см 1,3 53 зуб. 3/8 Einhell Spare Chain 35cm 1,3 53T 3/8 (4500172)",0,0,0,20400,
4500174,"Запасная цепь 15 см 1,0 28 зуб. 7,62 Einhell Ersatzkette 15cm 1,0 28T 7,62 (4500174)",0,0,30,11500,
4500168,"Запасная шина 20 см 1,3 Einhell Spare Bar 20cm 1,3 (4500168)",0,0,0,15600,
4500188,"Запасная цепь 20 см 1,3 33 зуб. 3/8 Einhell Spare Chain 20cm 1,3 33T 3/8 (4500188)",0,0,0,15600,
4500191,"Запасная шина 30 см 1,1 Einhell Ersatzschwert 30cm 1,1 (4500191)",0,0,20,23100,
4500192,"Запасная цепь 30 см 1,1 45 зуб. 3/8 Einhell Ersatzkette 30cm 1,1 45T 3/8 (4500192)",0,0,30,23100,
4500363,"Запасная шина 25 см 1,3 Einhell Spare Bar 25cm 1,3 (4500363)",0,0,0,15600,
4500364,"Запасная цепь 25 см 1,3 39 зуб. 3/8 Einhell Spare Chain 25cm 1,3 39T 3/8 (4500364)",0,0,0,15600,
4501325,Комбинированная канистра Einhell Kombi-Kanister (4501325),0,0,0,15600,
4501753,"Запасная шина 25 см 1,1 Einhell Spare Bar 25cm 1,1 (4501753)",0,0,30,19000,
4501754,"Запасная цепь 25 см 1,1 40 зуб. 3/8 Einhell Spare Chain 25 cm 1,1 40T 3/8 (4501754)",0,0,30,19000,
4500196,"Запасная цепь 35 см 1,1 52 зуб. 3/8 Einhell Spare Chain 35cm 1,1 52T 3/8 (4500196)",0,0,30,20400,
4500197,"Запасная шина 35 см 1,1 Einhell Spare Bar 35cm 1,1 (4500197)",0,0,18,20400,
4500320,Цепь для пилы 40 см (56 зуб.) Einhell saw chain 40cm (56T) (4500320),0,0,0,22400,
4500071,"Шлифдиск для заточки цепей Einhell Ersatzschleifscheibe 4,5 mm (4500071)",0,0,4,8100,
4500076,"Шлифдиск для заточки цепей Einhell Grinding Disc Kit 3,2 mm (4500076)",0,0,1,7500,
4599980,"Шлифдиск для заточки цепей Einhell Spare Grinding Disc 4,5 (4599980)",0,0,0,8100,
4599990,"Шлифдиск для заточки цепей Einhell Spare Grinding Disc 3,2 (4599990)",0,0,0,7500,
3430620,Сетев. Садовый измельчитель Einhell GC-RS 2540 (3430620),0,0,0,136000,
3430635,Сетев. Садовый измельчитель Einhell GC-RS 60 CB (3430635),0,0,1,170000,
3430330,Сетев. Садовый измельчитель Einhell GC-KS 2540 (3430330),-10,100,1,88400,
3430400,Сетев. Садовый измельчитель Einhell GC-KS 2540 CB (3430400),-5,0,0,122400,
3405930,Нож для садового измельчителя Einhell Spare knife for GC-KS 2540 (3405930),-10,0,9,12200,
4500151,"Запасная шина 35 см 1,3 Einhell Ersatzschwert 35cm 1,3 (4500151)",0,0,0,20400,
4500171,"Запасная цепь 35 см 1,3 52 зуб. 3/8 Einhell Ersatzkette 35cm 1,3 52T 3/8 (4500171)",0,0,0,20400,
4500332,Запасная шина BG-EC 1840 Einhell Ersatzschwert BG-EC 1840 (4500332),0,0,0,23800,
4500176,Запасная цепь 40 см (57 зуб.) для бензопилы Einhell Spare Chain 40cm (57T) Petrol (4500176),0,0,0,21700,
4180320,Сетев. Садовый насос Einhell GC-GP 6040 ECO (4180320),0,0,0,61200,
4180340,Сетев. Садовый насос Einhell GC-GP 1045 (4180340),0,0,0,81600,
4180350,Сетев. Садовый насос Einhell GC-GP 1250/1 N (4180350),0,0,0,88400,
4180360,Сетев. Садовый насос Einhell GE-GP 1246 N FS (4180360),0,0,0,136000,
4180370,Сетев. Садовый насос Einhell GE-GP 1145 ECO (4180370),0,0,0,115600,
4180283,Сетев. Садовый насос Einhell GC-GP 6538 Set (4180283),0,0,0,54400,
4180286,Сетев. Садовый насос Einhell GC-GP 6538 Set/I (4180286),0,0,0,74800,
4176730,Сетев. Автоматическая насосная станция Einhell GC-AW 6333 (4176730),0,0,0,95200,
4177010,Сетев. Автоматическая насосная станция Einhell GE-AW 1042 FS (4177010),0,0,0,142800,
4177020,Сетев. Автоматическая насосная станция Einhell GE-AW 1246 N FS (4177020),0,0,0,170000,
4180380,Сетев. Автоматическая насосная станция Einhell GE-AW 1144 SMART (4180380),0,0,0,285500,
